tweet_user_name,tweet_user_screen,follower_count,user_created,tweet_count,following_status,friends_count,favourites_count,description,user_verified,user_time_zone,user_location,user_tweet,hash_tag,tweet_source,location_from_tweets,tweet_sentiment_polarity,tweet_sentiment_subjectivity,match_ratio,country_partial_match_ratio,token_sort_match_ratio,token_set_match_ratio,location_from_tweets_match_ratio,location_from_tweets_country_partial_match_ratio,location_from_tweets_token_sort_match_ratio,location_from_tweets_token_set_match_ratio,input_disaster_location,input_disaster
Karla Rosado,Karla_rlz,69,Tue Oct 06 09:33:42 +0000 2020,1821,False,795,311,"💖 Apaixone-se por si mesmo 💖
Estudiante de Relaciones Internacionales
#Climatestrike SIN AIRE PURO NO HAY FUTURO
Política, arte y memes",False,,"Quintana Roo, México",RT @NHC_Atlantic: #Delta has continued to rapidly intensify overnight and is now at category-2 strength.  Here are the Key Messages for thi…,Delta,Twitter for Android,Delta,0.0,1.0,9,29,16,16,18,20,18,18,Mexico,cyclone
Minnip0ps,minnip0ps,11,Tue Oct 06 09:33:19 +0000 2020,49,False,210,1135,20 something year old Irish woman who has a lot to say 💥,False,,"Dublin, Ireland ",RT @NHC_Atlantic: #Delta has continued to rapidly intensify overnight and is now at category-2 strength.  Here are the Key Messages for thi…,Delta,Twitter for Android,Delta,0.0,1.0,9,29,16,16,18,20,18,18,Mexico,cyclone
Adela,ADELAMX20,94,Tue Oct 06 09:33:14 +0000 2020,5579,False,428,5071,,False,,México,RT @NHC_Atlantic: #Delta has continued to rapidly intensify overnight and is now at category-2 strength.  Here are the Key Messages for thi…,Delta,Twitter for iPhone,Delta,0.0,1.0,9,29,16,16,18,20,18,18,Mexico,cyclone
Jennifer Dimas,JenniferDimas,251,Tue Oct 06 09:32:29 +0000 2020,422,False,348,556,"PR for @ColoradoStateU news junkie, foodie, traveler.",False,,Fort Collins,"RT @philklotzbach: #Delta is now forecast to have winds of 120 mph in a couple of days.  If this forecast verifies, Delta would become the…",Delta,Twitter for iPhone,Delta,0.0,0.0,5,38,5,6,18,20,18,18,Mexico,cyclone
William Thinker,william_thinker,23,Tue Oct 06 09:31:39 +0000 2020,4172,False,127,12533,,False,,,RT @NHC_Atlantic: #Delta has continued to rapidly intensify overnight and is now at category-2 strength.  Here are the Key Messages for thi…,Delta,Twitter for Android,Delta,0.0,1.0,9,29,16,16,18,20,18,18,Mexico,cyclone
‘Doc’ Baker,J_Baker_69,392,Tue Oct 06 09:31:34 +0000 2020,52263,False,417,32291,"HM3 Vet, Founder, Music Director, Voice @ClassicDeepCuts. Cornfields to the left of me, bigots to the right, stuck in the middle of a Pence district.",False,,,RT @NHC_Atlantic: #Delta has continued to rapidly intensify overnight and is now at category-2 strength.  Here are the Key Messages for thi…,Delta,Twitter for iPhone,Delta,0.0,1.0,9,29,16,16,18,20,18,18,Mexico,cyclone
WATERPRO,WATERPROcleanup,10,Tue Oct 06 09:30:35 +0000 2020,1250,False,0,0,,False,,,"From estimation to completion, our experienced team is ready to handle all your #restoration needs. We remove the… https://t.co/ICXxtW7Ois",restoration,IFTTT,,0.5,0.7,13,43,5,6,0,0,0,0,Mexico,cyclone
A~,RES911CUE,8191,Tue Oct 06 09:30:10 +0000 2020,569961,False,5472,154,#News #Weather #Fire #NaturalDisaster #PublicSafety Information Covering The United States and Throughout The World.,False,,East coast United States,RT @NHC_Atlantic: #Delta has continued to rapidly intensify overnight and is now at category-2 strength.  Here are the Key Messages for thi…,Delta,Twitter for Android,Delta,0.0,1.0,9,29,16,16,18,20,18,18,Mexico,cyclone
Other Account,CJsOtherAcct,63,Tue Oct 06 09:29:52 +0000 2020,984,False,479,3317,Just my other account. Not a bot. BidenHarris2020  I’m normally CJ’s Gonna Do The Jackal,False,,,RT @NHC_Atlantic: #Delta has continued to rapidly intensify overnight and is now at category-2 strength.  Here are the Key Messages for thi…,Delta,Twitter for iPhone,Delta,0.0,1.0,9,29,16,16,18,20,18,18,Mexico,cyclone
Erin VanSickle,ErinVanSickle,3214,Tue Oct 06 09:27:48 +0000 2020,17781,False,3632,11896,"Deputy Chief of Staff, @FLOIR_Comm. Florida native. I rescue dogs and occasionally old houses.",False,,"Tallahassee, Florida",RT @NHC_Atlantic: #Delta has continued to rapidly intensify overnight and is now at category-2 strength.  Here are the Key Messages for thi…,Delta,Twitter for iPhone,Delta,0.0,1.0,9,29,16,16,18,20,18,18,Mexico,cyclone
Kimberly Denz 😷,kimberlydenz,1186,Tue Oct 06 09:27:34 +0000 2020,16156,False,1220,10334,"Geek, Ravenclaw, INTJ. she/her 🇰🇷 🇺🇸 #TEAMAAGC #loveislove #blm #FixTheDebt
31 USC § 1301.
May her memory be a revolution.
Please scream inside your heart.",False,,"Alexandria, VA",RT @NHC_Atlantic: #Delta has continued to rapidly intensify overnight and is now at category-2 strength.  Here are the Key Messages for thi…,Delta,Twitter for Android,Delta,0.0,1.0,9,29,16,16,18,20,18,18,Mexico,cyclone
Sevencosas,inescecilia63,110,Tue Oct 06 09:27:26 +0000 2020,14978,False,323,1826,,False,,,RT @NHC_Atlantic: Here are the Key Messages for rapidly intensifying #Hurricane #Delta this late Monday evening.  The latest advisory is at…,"Hurricane,Delta",Twitter for Android,Delta,0.06666666666666667,0.8333333333333334,9,29,11,11,18,20,18,18,Mexico,cyclone
Janet Negrón,janetnegron29,554,Tue Oct 06 09:26:40 +0000 2020,17867,False,2123,40254,"► Dale Play a la Vida.
▌▌ Pausa a los Buenos Momentos.
■ Detén las Tristezas
◄◄ Repite las Alegrías.
►► Y Avanza hacia Adelante🤗😉",False,,"Juana Díaz, USA",RT @NHC_Atlantic: #Delta has continued to rapidly intensify overnight and is now at category-2 strength.  Here are the Key Messages for thi…,Delta,Twitter Web App,Delta,0.0,1.0,9,29,16,16,18,20,18,18,Mexico,cyclone
Sevencosas,inescecilia63,110,Tue Oct 06 09:26:36 +0000 2020,14978,False,323,1826,,False,,,RT @NHC_Atlantic: #Delta has continued to rapidly intensify overnight and is now at category-2 strength.  Here are the Key Messages for thi…,Delta,Twitter for Android,Delta,0.0,1.0,9,29,16,16,18,20,18,18,Mexico,cyclone
Lorena Bermudez,LorenaBR57,19,Tue Oct 06 09:26:11 +0000 2020,9867,False,99,8702,,False,,,RT @NHC_Atlantic: #Delta has continued to rapidly intensify overnight and is now at category-2 strength.  Here are the Key Messages for thi…,Delta,Twitter for Android,Delta,0.0,1.0,9,29,16,16,18,20,18,18,Mexico,cyclone
Pedro Zapata 📚,Pedro_Zapataf,2173,Tue Oct 06 09:25:44 +0000 2020,43820,False,4273,41521,"Estudié Comunicación en la @UJAT. Creo en la terapia cinematográfica🗞️📰🇲🇽
 📩 pzapata@diariolaverdad.com.mx",False,,Cancún,RT @NHC_Atlantic: #Delta has continued to rapidly intensify overnight and is now at category-2 strength.  Here are the Key Messages for thi…,Delta,Twitter Web App,Delta,0.0,1.0,9,29,16,16,18,20,18,18,Mexico,cyclone
Margaret,CarolinaGirl702,291,Tue Oct 06 09:25:24 +0000 2020,16845,False,1458,1987,"Summerville SC birthed me & raised me, yet these Tennessee hills molded me. ✊🏾",False,,Tennessee,RT @NHC_Atlantic: #Delta has continued to rapidly intensify overnight and is now at category-2 strength.  Here are the Key Messages for thi…,Delta,Twitter for Android,Delta,0.0,1.0,9,29,16,16,18,20,18,18,Mexico,cyclone
WVVA Weather Team,WVVAWeather,3991,Tue Oct 06 09:25:08 +0000 2020,27205,False,113,486,Here for you with all the latest weather updates for the Two Virginias!,False,,"Bluefield,WV",RT @NHC_Atlantic: #Delta has continued to rapidly intensify overnight and is now at category-2 strength.  Here are the Key Messages for thi…,Delta,Twitter Web App,Delta,0.0,1.0,9,29,16,16,18,20,18,18,Mexico,cyclone
Astrocerf,Astrocerf1,1169,Tue Oct 06 09:24:57 +0000 2020,41755,False,1794,41029,,False,,,RT @NHC_Atlantic: #Delta has continued to rapidly intensify overnight and is now at category-2 strength.  Here are the Key Messages for thi…,Delta,Twitter Web App,Delta,0.0,1.0,9,29,16,16,18,20,18,18,Mexico,cyclone
"Ontelaunee & Berks County, PA",OntelauneePA,16,Tue Oct 06 09:24:23 +0000 2020,110,False,210,112,"Ontelaunee and Berks County, Pennsylvania #travel #FarmLife #realestate",False,,"Reading, PA","RT @OntelauneePA: @ReadingEagle This timing is incredibly peculiar. The storm, tied to excessive flooding and widespread damages, was liter…",,Twitter for Android,,0.325,0.95,5,43,10,10,0,0,0,0,Mexico,cyclone
Samantha,samantha0293,53,Tue Oct 06 09:23:23 +0000 2020,371,False,116,261,,False,,,RT @NHC_Atlantic: #Delta has continued to rapidly intensify overnight and is now at category-2 strength.  Here are the Key Messages for thi…,Delta,Twitter for iPhone,Delta,0.0,1.0,9,29,16,16,18,20,18,18,Mexico,cyclone
J. Magno🧜🏼‍♂️🦈,jmagno98,378,Tue Oct 06 09:23:15 +0000 2020,57421,False,2133,1146,"22. Yucateco. Estudiante de Derecho. Youtube Partner. Spotter de emergencias (Emergencies Buff). Fan de #CastleSwimmer. 🦈🧜🏼‍♂
Tuits personales. 🏳️‍🌈",False,,"Mérida, Yucatán",RT @NHC_Atlantic: #Delta has continued to rapidly intensify overnight and is now at category-2 strength.  Here are the Key Messages for thi…,Delta,Twitter for Android,Delta,0.0,1.0,9,29,16,16,18,20,18,18,Mexico,cyclone
livi@12,livi1216,24,Tue Oct 06 09:22:51 +0000 2020,185,False,90,365,Simplicity at its Best! #SagiBabe #LoverofNature #Meteorologist,False,,,RT @NHC_Atlantic: #Delta has continued to rapidly intensify overnight and is now at category-2 strength.  Here are the Key Messages for thi…,Delta,Twitter for iPhone,Delta,0.0,1.0,9,29,16,16,18,20,18,18,Mexico,cyclone
Reba Dietrich,RebaDietrich33,797,Tue Oct 06 09:22:17 +0000 2020,19746,False,2208,6614,R.I.P.Diesel♥,False,,Blue Mountain State,RT @NHC_Atlantic: #Delta has continued to rapidly intensify overnight and is now at category-2 strength.  Here are the Key Messages for thi…,Delta,Twitter for iPhone,Delta,0.0,1.0,9,29,16,16,18,20,18,18,Mexico,cyclone
Christina Burkhart,C_Burkhart,2559,Tue Oct 06 09:22:04 +0000 2020,20703,False,1188,483,"AM Meteorologist for ABC in Flint, MI. @MGoBlog football forecaster. Love weather & sports. #goblue Proud @msstate alum. Opinions are my own.",True,,MI,RT @NHC_Atlantic: #Delta has continued to rapidly intensify overnight and is now at category-2 strength.  Here are the Key Messages for thi…,Delta,Twitter for iPhone,Delta,0.0,1.0,9,29,16,16,18,20,18,18,Mexico,cyclone
News Radio 1170 - WWVA,newsradio1170,192,Tue Oct 06 09:21:42 +0000 2020,11120,False,61,19,The Ohio Valley’s New leader - News Radio 1170 - WWVA,False,,"Wheeling, WV",RT @NHC_Atlantic: #Delta has continued to rapidly intensify overnight and is now at category-2 strength.  Here are the Key Messages for thi…,Delta,Twitter for iPhone,Delta,0.0,1.0,9,29,16,16,18,20,18,18,Mexico,cyclone
CharlyLR ESP,CharlyLR_,108,Tue Oct 06 09:21:40 +0000 2020,4678,False,429,618,"21 Champions a mis espaldas, del Madrid, Jugador, Entrenador y Community Manager del Club Balonmano San Fernando. Patrón de Altura y Capitán de Yate.",False,,Nao Santa María,RT @NHC_Atlantic: #Delta has continued to rapidly intensify overnight and is now at category-2 strength.  Here are the Key Messages for thi…,Delta,Twitter for Android,Delta,0.0,1.0,9,29,16,16,18,20,18,18,Mexico,cyclone
Pasi Toivonen,RealPasiTapani,25,Tue Oct 06 09:21:27 +0000 2020,2215,False,141,7,"Olen pitänyt blogia jo vuodesta 1999. Nykyään hiipumassa.

Religion: Pentecostal & Catholic",False,,"Mänttä-Vilppula, Suomi","RT @livewxradar: HURRICANE  DELTA 11  PM EDT 
 Winds 80 mph,  
moving  WNW at 7 
 Pressure 977 mb  F
Forecast maps and Radar at 
   https:/…",,Twitter Web App,,0.0,0.0,8,29,10,11,0,0,0,0,Mexico,cyclone
Greg Porter,gregporter_wx,1157,Tue Oct 06 09:21:17 +0000 2020,18289,False,963,10480,Atmospheric Scientist/Meteorologist for @Orbital_Micro. Forecaster/contributor for @washingtonpost & @capitalweather. Boston native now in Scotland!,False,,"Edinburgh, Scotland",RT @NHC_Atlantic: #Delta has continued to rapidly intensify overnight and is now at category-2 strength.  Here are the Key Messages for thi…,Delta,Twitter Web App,Delta,0.0,1.0,9,29,16,16,18,20,18,18,Mexico,cyclone
Marti Reed,homegypsy,2727,Tue Oct 06 09:20:45 +0000 2020,855626,False,4114,214458,"Always re-inventing me, photography/photoshop, 4th Gen Anglo NewMexican, evergreen2 at DKos, still trying 2understand #YarnellHill #Wildfire, love #nmwx",False,,Albuquerque NM,RT @NHC_Atlantic: #Delta has continued to rapidly intensify overnight and is now at category-2 strength.  Here are the Key Messages for thi…,Delta,Tweetbot for iΟS,Delta,0.0,1.0,9,29,16,16,18,20,18,18,Mexico,cyclone
The Morning Call,mcall,86865,Tue Oct 06 09:19:58 +0000 2020,186337,False,5099,3562,We are a newspaper serving the greater Lehigh Valley area in eastern PA. (This account is updated by content editors inside our newsroom) RTs not endorsements.,True,,"Allentown, PA",RT @NHC_Atlantic: #Delta has continued to rapidly intensify overnight and is now at category-2 strength.  Here are the Key Messages for thi…,Delta,Twitter Web App,Delta,0.0,1.0,9,29,16,16,18,20,18,18,Mexico,cyclone
kRaven/proudfullyurs,Proudfullyurs4,88,Tue Oct 06 09:19:11 +0000 2020,4146,False,791,3329,"#GodAndFamily1st
Live. Love. Laugh.
I 💝 Mickey & All Things Beautiful ~
I 💜 LOVE - I love God & God loves me ~ Blessings
YT, FB, & IG: @proudfullyurs",False,,,RT @NHC_Atlantic: #Delta has continued to rapidly intensify overnight and is now at category-2 strength.  Here are the Key Messages for thi…,Delta,Twitter for iPhone,Delta,0.0,1.0,9,29,16,16,18,20,18,18,Mexico,cyclone
Kylee Miller ⛵,KyleeMiller_WX,1948,Tue Oct 06 09:18:05 +0000 2020,6616,False,492,6881,Meteorologist. American Meteorological Society CBM #832. Former National and Caribbean Meteorologist. Central Michigan University Alumni.  Michigan / Denver,False,,"Michigan, USA",RT @NHC_Atlantic: #Delta has continued to rapidly intensify overnight and is now at category-2 strength.  Here are the Key Messages for thi…,Delta,Twitter Web App,Delta,0.0,1.0,9,29,16,16,18,20,18,18,Mexico,cyclone
Malvika Kapoor✈️✈️🌹 🌺 🌸,malvikakapoor91,1318,Tue Oct 06 09:17:55 +0000 2020,100010,False,3273,95034,Pilot @Air lndia,False,,"40,000 ft",RT @NOAASatellitePA: TROPICAL UPDATE: @NOAA's #GOES16🛰️ is tracking two tropical storms this morning--#Gamma and #Delta--in this #GeoColor/…,"GOES16,Gamma,Delta,GeoColor",Twitter for Android,Delta,0.0,0.0,12,36,7,8,18,20,18,18,Mexico,cyclone
Cataclysm,Catacly77690840,0,Tue Oct 06 09:17:51 +0000 2020,23,False,0,0,,False,,,"Natural disasters compilation. 
#катаклизмы #катаклизмызанеделю #катаклизмызадень #climatechange #naruraldisasters… https://t.co/jQ0vXAd9Pd","катаклизмы,катаклизмызанеделю,катаклизмызадень,climatechange,naruraldisasters",Twitter for Android,,0.1,0.4,9,36,10,10,0,0,0,0,Mexico,cyclone
Estação Três Portos,Estacao03Portos,248,Tue Oct 06 09:17:50 +0000 2020,19281,False,246,23561,"Sem caráter comercial e 100% voluntária, a primeira Estação Meteorológica da cidade de Esteio/RS",False,,Esteio - Rio Grande do Sul,RT @NHC_Atlantic: #Delta has continued to rapidly intensify overnight and is now at category-2 strength.  Here are the Key Messages for thi…,Delta,Twitter for Android,Delta,0.0,1.0,9,29,16,16,18,20,18,18,Mexico,cyclone
NWS Mount Holly,NWS_MountHolly,49357,Tue Oct 06 09:17:27 +0000 2020,14275,False,280,8474,"Official Twitter Account for National Weather Service Philadelphia/Mount Holly

Details: https://t.co/mRyGMe9zKB",True,,"Mount Holly, NJ",RT @NHC_Atlantic: #Delta has continued to rapidly intensify overnight and is now at category-2 strength.  Here are the Key Messages for thi…,Delta,Twitter Web App,Delta,0.0,1.0,9,29,16,16,18,20,18,18,Mexico,cyclone
Fusion Winter,fusionwinter,301,Tue Oct 06 09:17:15 +0000 2020,16005,False,445,899,"A systems scientist's pertinent daily scan of vitally engaging intersystems- electronic, aerospace, military-industrial-complex, cybernetic, geopolitical & more",False,,Globally Monitored Data Fusion,RT @KathrynProciv: #Delta will rewrite the history books on Friday when it becomes the 10th named storm to make landfall on the U.S. No yea…,Delta,Twitter Web App,"Delta,U.S.",0.0,0.0,9,36,5,6,12,17,13,13,Mexico,cyclone
🏳️‍🌈ÐΛⱤƬⱧ §ⱠӨ₮Я🇪🇸🇮🇪🏴󠁧󠁢󠁳󠁣󠁴󠁿🇬🇧🇺🇸,darthslotr,312,Tue Oct 06 09:17:11 +0000 2020,14634,False,377,31797,~ᗪEᗰIGEᑎᗪEᖇ ᑭᗩᑎᖇOᗰᗩᑎTIᑕ ᒪEᔕᗷIᗩᑎ~ ~ᔕᕼE/TᕼEY ~ GEᑎ ᙭ ~ ᑭᖇOᑌᗪ GᗩTOᖇ ~ ~ᖴEᗰIᑎIᔕT ~ᒪIᗷEᖇᗩᒪ~ ᗩᑎTIᖇᗩᑕIᔕT~ ~ᗩᑎTIᖴᗩ~Tᖇᑌᗰᑭ ᕼ8ᖇ~❤️TO ᑭIᔕᔕ Oᖴᖴ ᗩᑎGᖇY ᗷOOᗰEᖇᔕ & ᗷIGOT ᗰᗩGᗩTᔕ~,False,,🦄🌈❤️🧡💛💚💙💜🌈🦄,RT @NHC_Atlantic: #Delta has continued to rapidly intensify overnight and is now at category-2 strength.  Here are the Key Messages for thi…,Delta,Twitter for iPhone,Delta,0.0,1.0,9,29,16,16,18,20,18,18,Mexico,cyclone
Brad Williams,bradwilliams69,269,Tue Oct 06 09:17:03 +0000 2020,162138,False,711,31259,,False,,,RT @NHC_Atlantic: #Delta has continued to rapidly intensify overnight and is now at category-2 strength.  Here are the Key Messages for thi…,Delta,Twitter Web App,Delta,0.0,1.0,9,29,16,16,18,20,18,18,Mexico,cyclone
Jerdana Tatum,JerdiWendi,51,Tue Oct 06 09:16:55 +0000 2020,67,False,173,265,Wife 💍 Mom of 2 boys 💙 | IG: @jerdi.wendi,False,,Cayman Islands,RT @NHC_Atlantic: #Delta has continued to rapidly intensify overnight and is now at category-2 strength.  Here are the Key Messages for thi…,Delta,Twitter for iPhone,Delta,0.0,1.0,9,29,16,16,18,20,18,18,Mexico,cyclone
Britt Corl,BrittCorl,526,Tue Oct 06 09:16:53 +0000 2020,33372,False,866,2273,"Producer in CLT. @PennState alumna. @Penguins, @Steelers, & PSU fan. Chronically living. RTs not endorsements. PA➡️IN➡️NC",False,,,RT @NHC_Atlantic: #Delta has continued to rapidly intensify overnight and is now at category-2 strength.  Here are the Key Messages for thi…,Delta,Twitter for iPhone,Delta,0.0,1.0,9,29,16,16,18,20,18,18,Mexico,cyclone
Ruan Pimentel,RuanGuilhermeII,323,Tue Oct 06 09:16:51 +0000 2020,28408,False,701,29211,Absolutamente Nada,False,,,RT @NHC_Atlantic: Here are the Key Messages for rapidly intensifying #Hurricane #Delta this late Monday evening.  The latest advisory is at…,"Hurricane,Delta",Twitter for Android,Delta,0.06666666666666667,0.8333333333333334,9,29,11,11,18,20,18,18,Mexico,cyclone
JB’s #SWAT— Southern Woman Against Trump 🏴‍☠️🇺🇸,JaybeeStewee,7351,Tue Oct 06 09:16:24 +0000 2020,205304,False,6352,868552,"Recovering Republican disgusted by trump & his Nationalist Populists. I abhor the 45th IMPOTUS, just like Alabama’s 45th Gov George Wallace. #Independent 🐘🧩🥁",False,,Murica,RT @NHC_Atlantic: #Delta has continued to rapidly intensify overnight and is now at category-2 strength.  Here are the Key Messages for thi…,Delta,Twitter for iPhone,Delta,0.0,1.0,9,29,16,16,18,20,18,18,Mexico,cyclone
The '60s at 60,the_60s_at_60,7827,Tue Oct 06 09:16:19 +0000 2020,60855,False,7690,33166,A decade of anniversary fatigue.,False,,,RT @NHC_Atlantic: #Delta has continued to rapidly intensify overnight and is now at category-2 strength.  Here are the Key Messages for thi…,Delta,Twitter Web App,Delta,0.0,1.0,9,29,16,16,18,20,18,18,Mexico,cyclone
Ruth Molly’s mom,RuthLoisDev,1345,Tue Oct 06 09:15:54 +0000 2020,124049,False,4976,123420,Politics and gardens.  Love dogs.  Connecticut Yankee in the Deep South.,False,,South Carolina,RT @NHC_Atlantic: #Delta has continued to rapidly intensify overnight and is now at category-2 strength.  Here are the Key Messages for thi…,Delta,Twitter Web App,Delta,0.0,1.0,9,29,16,16,18,20,18,18,Mexico,cyclone
Charles F,charlesf11,993,Tue Oct 06 09:15:06 +0000 2020,60933,False,480,249,"John 3:16, Father, Texas Aggie '03, Gadget Nerd, Engineer, Galvestonian at heart, #GoEllieGo",False,,"League City, TX",RT @NHC_Atlantic: #Delta has continued to rapidly intensify overnight and is now at category-2 strength.  Here are the Key Messages for thi…,Delta,TweetCaster for Android,Delta,0.0,1.0,9,29,16,16,18,20,18,18,Mexico,cyclone
The Peninsula Qatar,PeninsulaQatar,48909,Tue Oct 06 09:15:00 +0000 2020,210190,False,228,753,The official account of The Peninsula English Daily Newspaper #Qatar #Doha,True,,Qatar,"#TropicalStormDelta, the 25th named Atlantic storm this year, is moving toward the Gulf of #Mexico and expected to… https://t.co/NxsbjOhBxD","TropicalStormDelta,Mexico",TweetDeck,"Atlantic,Mexico",-0.1,0.4,12,64,12,60,57,100,57,100,Mexico,cyclone
chad myers,chadmyerscnn,16236,Tue Oct 06 09:14:50 +0000 2020,3308,False,285,798,Meteorologist and Science reporter for CNN. Former Harry Husker Mascot (not Herbie) and Stock car pit reporter. Tell the truth & never trust a skinny chef.,True,,Atlanta,RT @NHC_Atlantic: #Delta has continued to rapidly intensify overnight and is now at category-2 strength.  Here are the Key Messages for thi…,Delta,Twitter for iPhone,Delta,0.0,1.0,9,29,16,16,18,20,18,18,Mexico,cyclone
TL Jordan,dulcedemon,90,Tue Oct 06 09:14:15 +0000 2020,31029,False,231,49101,"Flotsam, jetsam, lagan, derelict, cracker and jack",False,,,RT @NHC_Atlantic: #Delta has continued to rapidly intensify overnight and is now at category-2 strength.  Here are the Key Messages for thi…,Delta,Twitter Web App,Delta,0.0,1.0,9,29,16,16,18,20,18,18,Mexico,cyclone
tportergraph,tportergraph,49,Tue Oct 06 09:14:02 +0000 2020,245,False,58,1466,I take pictures,False,,,RT @NHC_Atlantic: #Delta has continued to rapidly intensify overnight and is now at category-2 strength.  Here are the Key Messages for thi…,Delta,Twitter for iPhone,Delta,0.0,1.0,9,29,16,16,18,20,18,18,Mexico,cyclone
Autumn Clos MD,ClosAutumnMD,96,Tue Oct 06 09:13:41 +0000 2020,3137,False,568,7630,Mom. Wife. Grandma. Kids Doctor. Christian. Empowering Families. Healthcare is a right. #BidenHarris #blacklivesmatter #kindnessmatters,False,,United States,RT @NHC_Atlantic: #Delta has continued to rapidly intensify overnight and is now at category-2 strength.  Here are the Key Messages for thi…,Delta,Twitter for iPhone,Delta,0.0,1.0,9,29,16,16,18,20,18,18,Mexico,cyclone
NWS Caribou,NWSCaribou,8644,Tue Oct 06 09:13:12 +0000 2020,36935,False,763,26607,Official Twitter Account for National Weather Service Caribou. Details: http://t.co/KKTK7cZlhK,True,,"Caribou, ME",RT @NHC_Atlantic: #Delta has continued to rapidly intensify overnight and is now at category-2 strength.  Here are the Key Messages for thi…,Delta,Twitter Web App,Delta,0.0,1.0,9,29,16,16,18,20,18,18,Mexico,cyclone
Allyson Lorick,allylinds,1071,Tue Oct 06 09:13:11 +0000 2020,8961,False,1075,14590,TV News Producer | WRAL. UNCW Alum. Lover of coffee & positivity. Always looking for the bright side & best views. Believer in grammar. *you’re,False,,"Raleigh, NC",RT @NHC_Atlantic: #Delta has continued to rapidly intensify overnight and is now at category-2 strength.  Here are the Key Messages for thi…,Delta,Twitter for iPhone,Delta,0.0,1.0,9,29,16,16,18,20,18,18,Mexico,cyclone
〽️att Covfefe 👤👩👨📸📺 🌊😷,MattCovfefe20,16511,Tue Oct 06 09:12:36 +0000 2020,66464,False,16306,34560,"Rest in peace, Heather Heyer🕯️ #TheResistance #ProtectOurCare ⚕️ #Untucked #StayHomeStaySafe #MaskUp #BlackLivesMatter",False,,The Resistance,RT @NHC_Atlantic: #Delta has continued to rapidly intensify overnight and is now at category-2 strength.  Here are the Key Messages for thi…,Delta,Twitter Web App,Delta,0.0,1.0,9,29,16,16,18,20,18,18,Mexico,cyclone
meow. I am meowing at games. With a runny nose.,meowingatgames,400,Tue Oct 06 09:12:33 +0000 2020,26737,False,403,28389,"Galaxy DA-4117-7459-3517 Love logic, jrpg/rpg, farming, escape, cute/funny games. Disabled gamer, Trauma-DID, lupus(etc), survivor, anxious!!! $meowingatgames",False,,Galaxy (ACNH),RT @NHC_Atlantic: #Delta has continued to rapidly intensify overnight and is now at category-2 strength.  Here are the Key Messages for thi…,Delta,Twitter Web App,Delta,0.0,1.0,9,29,16,16,18,20,18,18,Mexico,cyclone
yargyrrah,CarneSuhDude,236,Tue Oct 06 09:12:29 +0000 2020,1510,False,358,5739,Thicc,False,,"Florida, USA",RT @NHC_Atlantic: #Delta has continued to rapidly intensify overnight and is now at category-2 strength.  Here are the Key Messages for thi…,Delta,Twitter for iPhone,Delta,0.0,1.0,9,29,16,16,18,20,18,18,Mexico,cyclone
Ross Chiapa,Rosschiapa,142,Tue Oct 06 09:12:29 +0000 2020,4064,False,209,177,The future is always beginning now,False,,Mexico,RT @NHC_Atlantic: #Delta has continued to rapidly intensify overnight and is now at category-2 strength.  Here are the Key Messages for thi…,Delta,Twitter for iPhone,Delta,0.0,1.0,9,29,16,16,18,20,18,18,Mexico,cyclone
Mike Haggett,WesternMEwx,3873,Tue Oct 06 09:12:20 +0000 2020,115159,False,1101,31772,Owner / forecaster Pine Tree Weather for #Maine. #PennState WxForecasting #WRNAmbassador. AMS / NWA. Recreational golfer. ⛳ Matthew 19:26.,True,,"Kennebunk, ME",RT @NHC_Atlantic: #Delta has continued to rapidly intensify overnight and is now at category-2 strength.  Here are the Key Messages for thi…,Delta,Twitter for iPhone,Delta,0.0,1.0,9,29,16,16,18,20,18,18,Mexico,cyclone
nancy,isthereclarity,676,Tue Oct 06 09:12:20 +0000 2020,52325,False,5002,13236,,False,,St. Louis,RT @NHC_Atlantic: #Delta has continued to rapidly intensify overnight and is now at category-2 strength.  Here are the Key Messages for thi…,Delta,Twitter for iPhone,Delta,0.0,1.0,9,29,16,16,18,20,18,18,Mexico,cyclone
Elise LET'S VOTE OUR FUCKING HEARTS OUT Salomon,EliseSalomon,2138,Tue Oct 06 09:12:04 +0000 2020,207799,False,4638,407124,"""Author. Dreamweaver. Visionary. Plus actor."" If you know what I'm quoting, I probably like you a lot.",False,,Los Angeles,RT @NHC_Atlantic: #Delta has continued to rapidly intensify overnight and is now at category-2 strength.  Here are the Key Messages for thi…,Delta,Twitter Web App,Delta,0.0,1.0,9,29,16,16,18,20,18,18,Mexico,cyclone
siva,PasupathyMano,2,Tue Oct 06 09:11:51 +0000 2020,569,False,6,49,,False,,,RT @NHC_Atlantic: #Delta has continued to rapidly intensify overnight and is now at category-2 strength.  Here are the Key Messages for thi…,Delta,Twitter Web App,Delta,0.0,1.0,9,29,16,16,18,20,18,18,Mexico,cyclone
RicardoShillyShally,TXFunGuy6,2651,Tue Oct 06 09:11:44 +0000 2020,153076,False,2984,272620,As a specimen yes I’m intimidating. As U see I’ve got biceps to spare. I use antlers in all of my decorating. Sometimes NSFW. Deathly allergic to anything MAGA,False,,In your wildest dreams ,RT @NHC_Atlantic: #Delta has continued to rapidly intensify overnight and is now at category-2 strength.  Here are the Key Messages for thi…,Delta,Twitter for iPhone,Delta,0.0,1.0,9,29,16,16,18,20,18,18,Mexico,cyclone
